lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,epsForecast_num,lastYearEPS_num,noOfEsts_num,queryDate
N/A,($1.18),time-after-hours,VATE,INNOVATE Corp.,"$74,682,434",Sep/2025,,1,,,1.0,2025-11-12
11/19/2024,$1,time-after-hours,KORE,"KORE Group Holdings, Inc.","$73,820,768",Sep/2025,($0.49),1,,1.0,1.0,2025-11-12
11/13/2024,$0.34,time-pre-market,AFCG,Advanced Flower Capital Inc.,"$71,850,640",Sep/2025,$0.17,1,0.17,0.34,1.0,2025-11-12
N/A,$0.93,time-pre-market,RGS,Regis Corporation,"$71,496,042",Sep/2025,,1,,0.93,1.0,2025-11-12
N/A,$1,time-not-supplied,COEP,"Coeptis Therapeutics Holdings, Inc.","$71,099,676",Sep/2025,,1,,1.0,1.0,2025-11-12
10/30/2024,($0.36),time-after-hours,LUNG,Pulmonx Corporation,"$70,084,076",Sep/2025,($0.40),2,,,2.0,2025-11-12
11/13/2024,($0.06),time-not-supplied,MNOV,"MediciNova, Inc.","$69,645,669",Sep/2025,($0.08),1,,,1.0,2025-11-12
11/13/2024,($0.59),time-not-supplied,ACRV,"Acrivon Therapeutics, Inc.","$67,629,637",Sep/2025,($0.57),4,,,4.0,2025-11-12
N/A,$0.08,time-not-supplied,AFJK,"Aimei Health Technology Co., Ltd","$66,600,000",Sep/2025,,1,,0.08,1.0,2025-11-12
N/A,($0.16),time-not-supplied,XBIT,XBiotech Inc.,"$65,853,499",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.02),time-after-hours,SCWO,374Water Inc.,"$58,478,153",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.03),time-not-supplied,NSTS,"NSTS Bancorp, Inc.","$58,441,469",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.09),time-not-supplied,ICCC,ImmuCell Corporation,"$54,275,106",Sep/2025,,1,,,1.0,2025-11-12
11/06/2024,($2.05),time-pre-market,KPLT,"Katapult Holdings, Inc.","$52,549,779",Sep/2025,,N/A,,,,2025-11-12
11/12/2024,($0.73),time-after-hours,SURG,"SurgePays, Inc.","$50,874,557",Sep/2025,($0.17),1,,,1.0,2025-11-12
11/12/2024,($0.10),time-after-hours,AIRG,"Airgain, Inc.","$49,160,567",Sep/2025,($0.08),2,,,2.0,2025-11-12
N/A,$0.01,time-not-supplied,NTWK,NetSol Technologies Inc.,"$48,438,569",Sep/2025,,1,,0.01,1.0,2025-11-12
N/A,$0.11,time-not-supplied,PRT,PermRock Royalty Trust,"$47,568,012",Sep/2025,,1,,0.11,1.0,2025-11-12
N/A,$0.17,time-not-supplied,TCBS,"Texas Community Bancshares, Inc.","$47,171,214",Sep/2025,,1,,0.17,1.0,2025-11-12
N/A,$0.25,time-not-supplied,CRT,Cross Timbers Royalty Trust,"$45,780,000",Sep/2025,,1,,0.25,1.0,2025-11-12
11/13/2024,($5.41),time-not-supplied,XFOR,"X4 Pharmaceuticals, Inc.","$45,291,177",Sep/2025,($0.79),4,,,4.0,2025-11-12
11/13/2024,($0.33),time-not-supplied,GRCE,"Grace Therapeutics, Inc.","$42,730,257",Sep/2025,($0.12),1,,,1.0,2025-11-12
11/13/2024,($0.50),time-not-supplied,CALC,"CalciMedica, Inc.","$42,615,140",Sep/2025,($0.41),2,,,2.0,2025-11-12
11/13/2024,($0.09),time-not-supplied,INLX,"Intellinetics, Inc.","$41,835,009",Sep/2025,($0.10),1,,,1.0,2025-11-12
N/A,$0.05,time-pre-market,JRSH,"Jerash Holdings (US), Inc.","$41,528,804",Sep/2025,,1,,0.05,1.0,2025-11-12
N/A,($0.10),time-after-hours,AP,Ampco-Pittsburgh Corporation,"$41,446,741",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($2.25),time-not-supplied,MRSN,"Mersana Therapeutics, Inc.","$40,724,047",Sep/2025,($1.44),4,,,4.0,2025-11-12
11/13/2024,($1.22),time-pre-market,PYPD,PolyPid Ltd.,"$39,133,071",Sep/2025,($0.54),2,,,2.0,2025-11-12
11/06/2024,($0.02),time-after-hours,USIO,"Usio, Inc.","$39,081,278",Sep/2025,$0,2,0.0,,2.0,2025-11-12
11/13/2024,$0.01,time-not-supplied,SNAL,"Snail, Inc.","$38,166,521",Sep/2025,($0.05),1,,0.01,1.0,2025-11-12
11/12/2024,($0.01),time-after-hours,DYAI,"Dyadic International, Inc.","$37,997,188",Sep/2025,($0.04),2,,,2.0,2025-11-12
N/A,($0.26),time-pre-market,CSTE,Caesarstone Ltd.,"$36,283,618",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($1.87),time-not-supplied,MURA,Mural Oncology plc,"$36,034,667",Sep/2025,($0.59),1,,,1.0,2025-11-12
11/12/2024,$0.05,time-pre-market,RMTI,"Rockwell Medical, Inc.","$35,807,566",Sep/2025,($0.04),1,,0.05,1.0,2025-11-12
N/A,($0.16),time-not-supplied,GIFT,"Giftify, Inc.","$32,985,538",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.31),time-after-hours,AUID,authID Inc.,"$32,399,413",Sep/2025,,1,,,1.0,2025-11-12
N/A,$0.01,time-not-supplied,LGL,"LGL Group, Inc. (The)","$32,055,888",Sep/2025,,1,,0.01,1.0,2025-11-12
11/13/2024,($0.19),time-not-supplied,TENX,"Tenax Therapeutics, Inc.","$32,005,938",Sep/2025,($1.33),4,,,4.0,2025-11-12
11/13/2024,($0.43),time-not-supplied,ANTX,"AN2 Therapeutics, Inc.","$31,151,828",Sep/2025,($0.23),1,,,1.0,2025-11-12
N/A,$0.06,time-not-supplied,CVU,"CPI Aerostructures, Inc.","$28,797,942",Sep/2025,,1,,0.06,1.0,2025-11-12
11/13/2024,$0.01,time-pre-market,CREX,"Creative Realities, Inc.","$28,716,684",Sep/2025,($0.08),1,,0.01,1.0,2025-11-12
N/A,($0.13),time-not-supplied,TLPH,"Talphera, Inc.","$26,268,998",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.25),time-not-supplied,INTS,"Intensity Therapeutics, Inc.","$25,175,884",Sep/2025,($0.06),1,,,1.0,2025-11-12
N/A,($2.62),time-pre-market,NYC,American Strategic Investment Co.,"$24,140,411",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.20),time-not-supplied,AYTU,"Aytu BioPharma, Inc. ","$21,112,375",Sep/2025,($0.06),1,,,1.0,2025-11-12
11/13/2024,($6.20),time-not-supplied,PASG,"Passage Bio, Inc.","$21,106,634",Sep/2025,($2.64),2,,,2.0,2025-11-12
11/13/2024,($1.40),time-not-supplied,WKSP,"Worksport, Ltd.","$18,796,968",Sep/2025,($0.73),1,,,1.0,2025-11-12
11/13/2024,($0.44),time-not-supplied,LPTX,"LEAP THERAPEUTICS, INC.","$17,296,859",Sep/2025,($0.24),1,,,1.0,2025-11-12
N/A,N/A,time-not-supplied,ASBP,"Aspire Biopharma Holdings, Inc. ","$17,175,606",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.33),time-not-supplied,NAII,"Natural Alternatives International, Inc.","$16,862,604",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.60),time-not-supplied,PRHI,"Presurance Holdings, Inc.","$16,378,661",Sep/2025,,1,,,1.0,2025-11-12
N/A,$0.07,time-not-supplied,ELSE,"Electro-Sensors, Inc.","$16,244,889",Sep/2025,,1,,0.07,1.0,2025-11-12
N/A,N/A,time-not-supplied,ADGM,"Adagio Medical Holdings, Inc","$15,996,828",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.49),time-not-supplied,DTSS,Datasea Inc.,"$14,861,443",Sep/2025,,1,,,1.0,2025-11-12
N/A,($1.10),time-not-supplied,ICU,SeaStar Medical Holding Corporation,"$14,510,007",Sep/2025,,1,,,1.0,2025-11-12
N/A,N/A,time-not-supplied,ABP,"Abpro Holdings, Inc","$14,417,650",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($1.54),time-not-supplied,LMFA,"LM Funding America, Inc.","$14,392,873",Sep/2025,($0.49),1,,,1.0,2025-11-12
11/13/2024,($0.41),time-not-supplied,SMSI,"Smith Micro Software, Inc.","$14,083,390",Sep/2025,($0.23),1,,,1.0,2025-11-12
11/13/2024,($0.03),time-not-supplied,AMS,American Shared Hospital Services,"$13,692,483",Sep/2025,$0,1,0.0,,1.0,2025-11-12
11/13/2024,($3.50),time-not-supplied,ALUR,"Allurion Technologies, Inc.","$13,196,558",Sep/2025,,N/A,,,,2025-11-12
N/A,($2.40),time-after-hours,LVLU,"Lulu's Fashion Lounge Holdings, Inc.","$12,370,185",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.04),time-not-supplied,GRNQ,Greenpro Capital Corp.,"$12,165,445",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.35),time-not-supplied,PRPH,"ProPhase Labs, Inc.","$12,121,724",Sep/2025,,N/A,,,,2025-11-12
N/A,($0.10),time-not-supplied,ZONE,CleanCore Solutions Inc.,"$12,069,914",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,$7,time-not-supplied,BIVI,BioVie Inc.,"$11,565,035",Sep/2025,($0.79),1,,7.0,1.0,2025-11-12
N/A,($11.51),time-not-supplied,AEON,"AEON Biopharma, Inc.","$11,052,282",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.86),time-not-supplied,BFRI,Biofrontera Inc.,"$10,988,495",Sep/2025,($0.60),1,,,1.0,2025-11-12
N/A,($0.04),time-not-supplied,BTBD,"BT Brands, Inc.","$10,832,314",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.49),time-not-supplied,COCP,"Cocrystal Pharma, Inc.","$10,566,632",Sep/2025,($0.22),2,,,2.0,2025-11-12
N/A,($0.75),time-not-supplied,DSS,"DSS, Inc.","$9,728,994",Sep/2025,,1,,,1.0,2025-11-12
N/A,N/A,time-not-supplied,CYCU,"Cycurion, Inc.","$8,047,607",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($0.61),time-not-supplied,BCDA,"BioCardia, Inc.","$7,715,628",Sep/2025,($0.25),1,,,1.0,2025-11-12
11/12/2024,($3.40),time-pre-market,ACXP,"Acurx Pharmaceuticals, Inc.","$7,638,616",Sep/2025,($1.61),1,,,1.0,2025-11-12
11/13/2024,($0.38),time-not-supplied,ADIL,"Adial Pharmaceuticals, Inc","$7,100,718",Sep/2025,($0.09),1,,,1.0,2025-11-12
11/13/2024,($0.53),time-not-supplied,SSKN,"Strata Skin Sciences, Inc.","$7,090,974",Sep/2025,,N/A,,,,2025-11-12
N/A,($43.82),time-not-supplied,JTAI,Jet.AI Inc.,"$6,652,962",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.85),time-not-supplied,MTNB,"Matinas Biopharma Holdings, Inc.","$6,460,471",Sep/2025,,1,,,1.0,2025-11-12
N/A,($1.32),time-not-supplied,ENTO,Entero Therapeutics Inc.,"$6,449,619",Sep/2025,,1,,,1.0,2025-11-12
N/A,($1.80),time-not-supplied,CDIO,Cardio Diagnostics Holdings Inc.,"$6,382,527",Sep/2025,,1,,,1.0,2025-11-12
N/A,($2.87),time-not-supplied,KTTA,Pasithea Therapeutics Corp.,"$5,716,667",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($9.38),time-not-supplied,FLGC,Flora Growth Corp.,"$5,428,047",Sep/2025,($2.13),1,,,1.0,2025-11-12
N/A,($0.60),time-not-supplied,CPHI,"China Pharma Holdings, Inc.","$5,069,151",Sep/2025,,1,,,1.0,2025-11-12
N/A,($58.30),time-not-supplied,SOBR,"SOBR Safe, Inc.","$4,685,228",Sep/2025,,1,,,1.0,2025-11-12
N/A,($16.25),time-not-supplied,EDBL,Edible Garden AG Incorporated,"$4,679,891",Sep/2025,,1,,,1.0,2025-11-12
N/A,($11.41),time-not-supplied,OGEN,Oragenics Inc.,"$4,663,705",Sep/2025,,1,,,1.0,2025-11-12
N/A,($0.01),time-not-supplied,GBR,"New Concept Energy, Inc","$4,489,929",Sep/2025,,1,,,1.0,2025-11-12
N/A,($1.06),time-not-supplied,CTNT,Cheetah Net Supply Chain Service Inc.,"$4,034,737",Sep/2025,,1,,,1.0,2025-11-12
N/A,($61.50),time-not-supplied,GNPX,"Genprex, Inc.","$4,033,103",Sep/2025,,1,,,1.0,2025-11-12
N/A,($99.99),time-not-supplied,ELAB,PMGC Holdings Inc.,"$3,889,738",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($26.25),time-not-supplied,JAGX,"Jaguar Health, Inc.","$3,653,748",Sep/2025,,N/A,,,,2025-11-12
N/A,($1.70),time-not-supplied,BOXL,Boxlight Corporation,"$3,533,301",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,$16,time-not-supplied,AEMD,"Aethlon Medical, Inc.","$3,440,669",Sep/2025,($1.70),2,,16.0,2.0,2025-11-12
N/A,($39.75),time-not-supplied,SHPH,"Shuttle Pharmaceuticals Holdings, Inc.","$3,094,534",Sep/2025,,1,,,1.0,2025-11-12
N/A,($9.50),time-not-supplied,IVP,"Inspire Veterinary Partners, Inc.","$2,959,614",Sep/2025,,1,,,1.0,2025-11-12
11/13/2024,($38.21),time-not-supplied,VTAK,"Catheter Precision, Inc.","$2,787,024",Sep/2025,,N/A,,,,2025-11-12
N/A,$73.11,time-pre-market,NUWE,"Nuwellis, Inc.","$2,428,169",Sep/2025,,1,,73.11,1.0,2025-11-12
N/A,($20.40),time-not-supplied,DRMA,"Dermata Therapeutics, Inc.","$2,092,380",Sep/2025,,1,,,1.0,2025-11-12
N/A,N/A,time-not-supplied,NEXM,NexMetals Mining Corp.,,Sep/2025,,1,,,1.0,2025-11-12
11/14/2024,$1.14,time-pre-market,DIS,Walt Disney Company (The),"$200,415,684,365",Sep/2025,$1.03,8,1.03,1.14,8.0,2025-11-13
11/14/2024,$2.32,time-after-hours,AMAT,"Applied Materials, Inc.","$183,379,120,271",Oct/2025,$2.11,10,2.11,2.32,10.0,2025-11-13
11/14/2024,$0.41,time-not-supplied,MUFG,Mitsubishi UFJ Financial Group Inc,"$181,860,403,564",Sep/2025,$0.34,1,0.34,0.41,1.0,2025-11-13
11/14/2024,$0.36,time-not-supplied,SMFG,Sumitomo Mitsui Financial Group Inc,"$104,491,582,815",Sep/2025,$0.40,1,0.4,0.36,1.0,2025-11-13
11/14/2024,$0.56,time-pre-market,BN,Brookfield Corporation,"$102,154,462,198",Sep/2025,$0.68,4,0.68,0.56,4.0,2025-11-13
11/14/2024,$1.44,time-not-supplied,NTES,"NetEase, Inc.","$87,628,310,523",Sep/2025,$1.88,2,1.88,1.44,2.0,2025-11-13
11/14/2024,$0.15,time-not-supplied,MFG,"Mizuho Financial Group, Inc.","$83,677,792,779",Sep/2025,$0.17,1,0.17,0.15,1.0,2025-11-13
11/14/2024,$1.18,time-pre-market,JD,"JD.com, Inc.","$46,243,830,131",Sep/2025,$0.34,2,0.34,1.18,2.0,2025-11-13
11/14/2024,$3.02,time-not-supplied,KB,KB Financial Group Inc,"$31,274,116,187",Sep/2025,,N/A,,3.02,,2025-11-13
N/A,$0.43,time-after-hours,EC,Ecopetrol S.A.,"$19,037,029,646",Sep/2025,$0.34,1,0.34,0.43,1.0,2025-11-13
N/A,N/A,time-pre-market,AEG,Aegon Ltd.,"$14,986,203,683",Sep/2025,,1,,,1.0,2025-11-13
11/14/2024,$3.75,time-not-supplied,YPF,YPF Sociedad Anonima,"$14,249,722,490",Sep/2025,$0.82,2,0.82,3.75,2.0,2025-11-13
N/A,$0.05,time-not-supplied,BNT,Brookfield Wealth Solutions Ltd.,"$13,875,583,217",Sep/2025,,1,,0.05,1.0,2025-11-13
11/14/2024,$2.57,time-not-supplied,WF,Woori Bank,"$13,634,749,113",Sep/2025,,N/A,,2.57,,2025-11-13
11/14/2024,($1.89),time-not-supplied,ASND,Ascendis Pharma A/S,"$12,637,978,773",Sep/2025,($0.41),9,,,9.0,2025-11-13
11/07/2024,$0.95,time-after-hours,STN,Stantec Inc,"$12,297,528,834",Sep/2025,$1.11,5,1.11,0.95,5.0,2025-11-13
11/14/2024,($0.02),time-pre-market,BILI,Bilibili Inc.,"$11,952,914,242",Sep/2025,$0.12,2,0.12,,2.0,2025-11-13
11/14/2024,$7.73,time-not-supplied,DDS,"Dillard's, Inc.","$9,290,963,807",Oct/2025,$6.43,3,6.43,7.73,3.0,2025-11-13
11/14/2024,$2.26,time-not-supplied,NICE,NICE Ltd,"$8,214,257,110",Sep/2025,$2.58,7,2.58,2.26,7.0,2025-11-13
N/A,N/A,time-after-hours,FIGR,"Figure Technology Solutions, Inc.","$8,100,043,700",Sep/2025,$0.16,1,0.16,,1.0,2025-11-13
N/A,N/A,time-after-hours,STUB,"StubHub Holdings, Inc.","$6,296,984,634",Sep/2025,($2.91),1,,,1.0,2025-11-13
N/A,N/A,time-pre-market,ALH,Alliance Laundry Holdings Inc.,"$5,267,018,994",Sep/2025,$28.11,1,28.11,,1.0,2025-11-13
N/A,N/A,time-after-hours,SOBO,South Bow Corporation,"$5,259,521,404",Sep/2025,$0.38,1,0.38,,1.0,2025-11-13
11/14/2024,($0.26),time-not-supplied,LPL,"LG Display Co., Ltd.","$4,940,000,000",Sep/2025,$0.06,2,0.06,,2.0,2025-11-13
11/14/2024,$0.10,time-not-supplied,INTR,Inter & Co. Inc.,"$4,049,675,415",Sep/2025,$0.14,3,0.14,0.1,3.0,2025-11-13
N/A,N/A,time-pre-market,VIA,"Via Transportation, Inc.","$4,013,879,033",Sep/2025,($0.65),1,,,1.0,2025-11-13
N/A,N/A,time-pre-market,NIQ,NIQ Global Intelligence plc,"$3,613,750,000",Sep/2025,$0.04,1,0.04,,1.0,2025-11-13
11/14/2024,($0.70),time-not-supplied,CELC,Celcuity Inc.,"$3,096,725,636",Sep/2025,($1.05),4,,,4.0,2025-11-13
11/14/2024,$0.32,time-not-supplied,PAGS,PagSeguro Digital Ltd.,"$3,068,654,427",Sep/2025,$0.35,4,0.35,0.32,4.0,2025-11-13
N/A,N/A,time-pre-market,ARX,Accelerant Holdings,"$2,655,237,815",Sep/2025,$0.22,1,0.22,,1.0,2025-11-13
11/14/2024,$1.25,time-after-hours,GLOB,Globant S.A.,"$2,592,961,999",Sep/2025,$1.18,5,1.18,1.25,5.0,2025-11-13
N/A,$0.07,time-not-supplied,XNET,Xunlei Limited,"$2,519,831,474",Sep/2025,,1,,0.07,1.0,2025-11-13
11/14/2024,($0.06),time-not-supplied,TMC,TMC the metals company Inc.,"$2,434,293,597",Sep/2025,($0.06),1,,,1.0,2025-11-13
11/13/2024,($0.09),time-pre-market,BITF,Bitfarms Ltd.,"$2,116,083,933",Sep/2025,($0.02),3,,,3.0,2025-11-13
11/13/2024,$0.86,time-pre-market,SPMC,"Sound Point Meridian Capital, Inc.","$2,030,984,153",Sep/2025,$0.56,2,0.56,0.86,2.0,2025-11-13
N/A,($2.64),time-not-supplied,SBET,"SharpLink Gaming, Inc.","$1,972,363,336",Sep/2025,($0.08),1,,,1.0,2025-11-13
11/14/2024,$0.02,time-not-supplied,LUNR,"Intuitive Machines, Inc.","$1,858,675,406",Sep/2025,($0.03),5,,0.02,5.0,2025-11-13
11/14/2024,($0.31),time-not-supplied,SKE,Skeena Resources Limited,"$1,786,510,248",Sep/2025,($0.06),1,,,1.0,2025-11-13
N/A,$0.38,time-not-supplied,FBYD,"Falcon's Beyond Global, Inc.","$1,492,509,411",Sep/2025,,1,,0.38,1.0,2025-11-13
12/05/2024,($0.31),time-pre-market,CSIQ,Canadian Solar Inc.,"$1,472,489,872",Sep/2025,($1.08),2,,,2.0,2025-11-13
11/14/2024,$0.50,time-pre-market,SBH,"Sally Beauty Holdings, Inc.","$1,400,068,807",Sep/2025,$0.49,2,0.49,0.5,2.0,2025-11-13
11/15/2024,$0.97,time-pre-market,SPB,"Spectrum Brands Holdings, Inc.","$1,316,378,509",Sep/2025,$0.77,3,0.77,0.97,3.0,2025-11-13
N/A,($0.19),time-after-hours,EVLV,"Evolv Technologies Holdings, Inc.","$1,244,494,221",Sep/2025,($0.07),1,,,1.0,2025-11-13
N/A,$0.11,time-not-supplied,DAO,"Youdao, Inc.","$1,243,520,190",Sep/2025,,1,,0.11,1.0,2025-11-13
11/14/2024,($2.84),time-not-supplied,INBX,"Inhibrx Biosciences, Inc.","$1,187,659,668",Sep/2025,,N/A,,,,2025-11-13
N/A,($0.69),time-pre-market,SPH,"Suburban Propane Partners, L.P.","$1,177,865,063",Sep/2025,,1,,,1.0,2025-11-13
N/A,N/A,time-after-hours,NMAX,"Newsmax, Inc.","$1,176,934,140",Sep/2025,($0.12),1,,,1.0,2025-11-13
11/14/2024,($0.09),time-not-supplied,PGEN,"Precigen, Inc.","$1,156,134,930",Sep/2025,($0.08),2,,,2.0,2025-11-13
N/A,N/A,time-after-hours,JCAP,"Jefferson Capital, Inc.","$1,130,949,019",Sep/2025,$0.64,1,0.64,,1.0,2025-11-13
11/05/2024,($0.19),time-pre-market,BLDP,"Ballard Power Systems, Inc.","$1,014,594,073",Sep/2025,($0.11),4,,,4.0,2025-11-13
11/14/2024,($0.01),time-not-supplied,NAK,"Northern Dynasty Minerals, Ltd.","$993,811,312",Sep/2025,,N/A,,,,2025-11-13
11/14/2024,($3.23),time-pre-market,BETR,Better Home & Finance Holding Company,"$992,256,480",Sep/2025,($2.05),1,,,1.0,2025-11-13
11/14/2024,($0.84),time-not-supplied,KOD,Kodiak Sciences Inc,"$956,072,571",Sep/2025,($1.07),4,,,4.0,2025-11-13
N/A,($0.18),time-after-hours,RCAT,"Red Cat Holdings, Inc.","$945,765,147",Sep/2025,($0.07),1,,,1.0,2025-11-13
11/07/2024,$0.72,time-pre-market,EPC,Edgewell Personal Care,"$892,113,485",Sep/2025,$0.82,3,0.82,0.72,3.0,2025-11-13
N/A,($0.41),time-not-supplied,ASST,"Strive, Inc.","$861,203,538",Sep/2025,,1,,,1.0,2025-11-13
11/14/2024,($0.23),time-not-supplied,GHRS,GH Research PLC,"$837,379,958",Sep/2025,($0.23),3,,,3.0,2025-11-13
N/A,N/A,time-pre-market,AEBI,Aebi Schmidt Holding AG,"$833,417,384",Sep/2025,$0.10,1,0.1,,1.0,2025-11-13
11/12/2024,$0.01,time-after-hours,NPWR,NET Power Inc.,"$780,434,478",Sep/2025,,N/A,,0.01,,2025-11-13
11/14/2024,($0.61),time-not-supplied,AVBP,"ArriVent BioPharma, Inc.","$759,044,942",Sep/2025,($0.78),4,,,4.0,2025-11-13
N/A,$0.18,time-after-hours,VINP,Vinci Compass Investments Ltd.,"$732,373,151",Sep/2025,,1,,0.18,1.0,2025-11-13
11/14/2024,$0.45,time-not-supplied,CBRL,"Cracker Barrel Old Country Store, Inc.","$721,951,059",Oct/2025,($0.68),4,,0.45,4.0,2025-11-13
11/13/2024,($0.08),time-pre-market,SSYS,"Stratasys, Ltd.","$708,493,374",Sep/2025,($0.08),4,,,4.0,2025-11-13
11/13/2024,$1.69,time-after-hours,BZH,"Beazer Homes USA, Inc.","$659,613,860",Sep/2025,$0.80,3,0.8,1.69,3.0,2025-11-13
11/13/2024,$0.36,time-pre-market,PSFE,Paysafe Limited,"$622,838,362",Sep/2025,$0.61,1,0.61,0.36,1.0,2025-11-13
